id,older,newer
73063,1921,1922
73064,1917,
73065,1922,
73066,1924,
73067,1918,
73068,1905,
73069,1922,
73070,1903,
73071,1908,
73072,1906,
73073,1860,
73074,1913,
73075,1899,
73076,1840,
73077,1883,
73078,1873,
73079,1920,
73080,1923,
73081,1905,
73082,1914,
73083,1913,
73084,1902,
73085,1926,
73086,1853,
73087,1915,
73088,1926,
73089,1907,
73090,1917,
73091,1926,
73092,1900,
73093,1888,1890
73094,1888,
73095,1928,
73096,1907,
73097,1887,
73098,1889,
73099,1891,
73100,1928,
73101,1888,
73102,1928,1997
73103,1924,
73104,1907,
73105,1919,
73106,1904,
73107,1924,
73108,1925,
73109,1900,
73110,1906,
73111,1875,
73112,1875,
73113,1919,
73114,1911,
73115,1910,
73116,1913,
73117,1889,
73118,1919,
73119,1926,
73120,1811,
73121,1906,
73122,1912,
73123,1886,
73124,1924,
73125,1921,
73126,1928,
73127,1910,
73128,1902,1905
73129,1920,
73130,1910,1923
73131,1927,
73132,1927,
73133,1908,1909
73134,1897,
73135,1956,
73136,1901,1904
73137,1910,1923
73138,1890,
73140,1921,
73141,1904,1921
73142,1927,
73143,1924,
73144,1928,
73145,1941,
73146,1941,
73147,1961,
73148,1941,
73149,1919,
73150,1926,
73151,1924,
73152,1919,
73153,1925,
73154,1925,
73156,1941,
73157,1911,
73158,1919,
73159,1922,
73160,1810,
73161,1893,
73162,1908,
73163,1908,
73164,1926,
73165,1901,
73166,1917,1920
73167,1916,
73168,1923,
73169,1911,
73170,1928,
73171,1902,
73172,1905,
73173,1942,
73174,1911,
73175,1926,
73176,1912,
73177,1939,
73178,1942,
73179,1893,1894
73180,1901,
73181,1941,
73182,1939,
73183,1881,
73184,1892,
73185,1899,
73186,1925,
73187,1819,
73188,1924,
73189,1909,1911
73190,1895,
73191,1906,
73192,1893,
73193,1891,
73194,1868,
73195,1868,
73196,1894,
73197,1921,
73198,1927,
73199,1880,
73200,1875,
73201,1897,
73202,1915,
73203,1904,
73204,1912,
73205,1912,
73206,1922,
73207,1928,
73208,1817,
73209,1862,1871
73210,1891,
73211,1920,
73212,1917,
73213,1867,
73214,1904,
73215,1924,
73216,1924,
73217,1942,
73218,1942,
73219,1909,
73220,1942,
73221,1925,
73222,1908,
73223,1911,
73224,1913,
73225,1900,
73226,1961,
73227,1906,
73228,1904,
73229,1897,
73230,1937,
73231,1961,
73232,1821,
73233,1936,
73234,1914,
73235,1923,
73236,1925,
73237,1913,
73238,1922,
73239,1925,
73240,1836,
73241,1837,
73242,1840,
73243,1932,
73244,1928,
73245,1919,1928
73246,1890,
73247,1920,
73248,1920,
73249,1914,
73250,1924,
73251,1858,
73252,1921,
73253,1889,
73254,1926,
73255,1915,
73256,1905,
73257,1915,
73258,1906,
73259,1916,1917
73260,1844,
73261,1771,
73262,1876,
73263,1925,
73264,1925,
73266,1923,
73267,1772,
73268,1919,
73269,1905,
73270,1925,1926
73271,1925,
73272,1927,
73273,1927,
73274,1923,
73275,1888,
73276,1926,
73277,1926,
73278,1886,
73279,1744,
73280,1908,
73281,1916,
73282,1915,
73283,1804,
73284,1916,
73285,1925,
73286,1870,
73287,1879,
73288,1961,
73289,1917,
73290,1910,1923
73291,1925,
73292,1909,
73293,1908,
73294,1926,
73295,1928,1949
73296,1961,
73297,1924,
73298,1927,
73299,1897,
73300,1926,
73301,1920,
73302,1894,1897
73303,1854,
73304,1961,
73305,1840,
73306,1900,
73307,1912,
73308,1925,
73309,1902,
73310,1906,
73311,1911,
73312,1903,
73313,1954,
73314,1954,
73315,1928,
73316,1910,
73317,1927,
73318,1853,
73319,1853,
73320,1926,
73321,1909,
73322,1895,
73323,1919,
73324,1927,
73325,1896,
73326,1954,
73327,1917,
73328,1928,1929
73329,1922,
73330,1910,
73331,1885,
73332,1926,
73333,1922,
73334,1910,
73335,1911,
73336,1898,
73337,1926,
73338,1921,
73339,1887,
73340,1892,
73341,1856,
73342,1888,
73343,1924,
73344,1923,
73345,1884,
73346,1762,
73348,1924,
73349,1899,
73350,1903,1921
73351,1956,
73352,1921,
73353,1771,
73354,1954,
73355,1954,
73356,1954,
73357,1954,
73358,1954,
73359,1797,
73360,1986,
73361,1925,
73362,1927,
73363,1797,
73364,1927,
73365,1880,
73366,1903,
73367,1924,
73368,1896,
73369,1905,
73370,1910,
73371,1797,
73372,1884,
73373,1925,
73374,1907,
73375,1960,
73376,1920,
73377,1874,
73378,1911,
73379,1881,
73380,1927,
73381,1895,
73382,1927,1941
73383,1956,
73384,1888,
73385,1956,
73386,1917,
73387,1905,
73388,1925,
73389,1887,
73390,1921,
73391,1847,
73392,1849,
73393,1909,
73394,1799,
73395,1853,
73396,1797,
73397,1907,
73398,1868,
73399,1913,
73400,1904,
73401,1923,
73402,1910,
73403,1910,
73404,1868,
73405,1907,
73406,1883,
73407,1919,
73408,1906,
73409,1906,
73410,1894,
73411,1928,1956
73412,1910,
73413,1864,
73414,1917,
73415,1853,
73416,1893,
73417,1900,
73418,1912,
73419,1771,
73420,1905,
73421,1928,
73423,1677,
73424,1907,
73425,1925,
73426,1898,
73427,1842,
73428,1929,
73429,1772,
73430,1913,
73431,1956,
73432,1911,
73433,1956,
73434,1888,
73435,1924,
73436,1895,
73437,1908,
73438,1854,
73439,1912,
73440,1800,
73441,1953,
73442,1929,
73443,1869,
73444,1922,
73445,1849,
73446,1903,
73447,1884,
73448,1928,
73449,1856,
73450,1910,
73451,1875,
73452,1911,
73453,1916,
73454,1928,
73455,1920,
73456,1928,
73457,1900,
73458,1978,
73459,1928,
73460,1928,
73461,1925,
73462,1926,
73463,1929,
73464,1909,
73465,1849,
73466,1849,
73467,1923,
73468,1927,
73469,1925,
73470,1834,
73471,1915,
73472,1912,1913
73473,1894,
73474,1924,
73475,1927,
73476,1872,
73477,1928,
73478,1915,
73479,1893,
73480,1918,
73481,1919,
73482,1918,
73483,1928,
73484,1927,
73485,1874,1877
73486,1925,
73488,1910,1917
73489,1908,
73490,1910,
73491,1904,
73492,1904,
73493,1912,
73494,1923,
73495,1956,
73496,1956,
73497,1956,
73498,1874,
73499,1902,
73500,1909,1910
73501,1888,
73502,1879,
73503,1891,
73504,1929,
73505,1927,
73506,1925,1925
73507,1914,
73508,1929,
73509,1925,
73510,1913,
73511,1889,
73512,1918,
73513,1894,
73514,1925,
73515,1928,
73516,1886,
73517,1838,
73518,1899,
73519,1771,
73520,1922,
73521,1919,
73522,1867,1868
73523,1956,
73524,1915,
73525,1928,
73526,1856,
73527,1954,
73528,1888,
73529,1928,
73530,1899,
73531,1921,
73532,1906,
73533,1923,
73534,1923,1924
73535,1923,1924
73536,1927,
73537,1923,
73538,1017,
73539,1909,
73540,1961,
73541,1924,
73542,1927,
73543,1906,1907
73544,1920,
73545,1922,
73546,1922,
73547,1941,
73548,1897,1900
73549,1928,2015
73550,1926,
73551,1962,
73552,1846,
73553,1882,
73554,1925,
73555,1928,
73556,1928,
73557,1911,
73558,1925,
73559,1870,
73560,1904,1905
73561,1888,
73562,1911,
73563,1878,
73564,1891,
73565,1909,
73566,1919,
73567,1923,
73568,1898,
73569,1888,
73570,1866,
73571,1824,1836
73572,1928,
73573,1908,
73574,1916,
73575,1929,
73576,1956,
73577,1956,
73578,1956,
73579,1925,
73580,1927,
73581,1892,
73582,1918,
73583,1883,
73584,1910,
73585,1880,
73586,1956,
73587,1895,
73589,1957,
73590,1922,
73591,1956,
73592,1958,
73593,1961,
73594,1956,
73595,1961,
73596,1890,
73597,1918,
73598,1876,
73599,1906,
73601,1886,
73602,1838,
73603,1920,
73604,1929,
73605,1918,
73606,1900,
73607,1890,
73608,1903,
73609,1901,
73610,1884,
73611,1929,
73612,1929,
73613,1921,
73614,1900,
73615,1865,
73616,1917,
73617,1771,
73618,1925,
73619,1920,
73620,1888,
73621,1912,1913
73622,1749,
73623,1927,
73624,1918,
73625,1909,
73626,1847,
73627,1917,
73628,1924,
73629,1885,
73630,1907,
73631,1890,
73632,1869,
73633,1908,
73634,1910,1923
73635,1876,
73636,1897,1906
73637,1867,
73638,1901,
73639,1895,
73640,1911,
73641,1887,
73642,1919,
73643,1910,
73644,1926,
73645,1917,1918
73646,1913,
73647,1926,
73648,1930,
73649,1908,
73650,1881,
73651,1884,
73652,1918,
73653,1923,
73654,1905,
73655,1918,
73656,1902,
73657,1771,
73658,1914,
73659,1867,
73660,1899,
73661,1884,
73662,1920,
73663,1919,
73664,1834,
73665,1923,
73666,1905,
73667,1911,
73668,1915,
73669,1921,
73670,1928,
73671,1909,1914
73672,1898,
73673,1927,
73674,1957,
73675,1929,
73677,1926,1948
73678,1957,
73679,1930,
73680,1929,
73681,1916,
73682,1957,
73683,1898,
73684,1919,
73685,1919,
73686,1908,
73687,1907,
73688,1910,
73689,1895,
73690,1894,
73691,1925,
73692,1915,
73693,1914,
73694,1859,
73695,1859,
73696,1913,
73697,1911,
73698,1911,
73699,1917,1922
73700,1865,
73701,1912,
73702,1904,
73703,1957,
73704,1957,
73705,1926,
73706,1927,
73707,1909,
73708,1908,
73709,1928,
73710,1871,1899
73711,1906,
73712,1877,
73713,1921,
73714,1904,
73715,1927,2020
73716,1924,
73717,1915,
73718,1917,
73719,1927,
73720,1922,
73721,1875,
73722,1919,
73723,1890,
73724,1929,
73725,1922,
73726,1928,
73727,1927,1963
73728,1892,
73729,1926,
73730,1925,
73731,1923,
73732,1914,
73733,1837,
73734,1894,
73735,1908,
73736,1842,1871
73737,1925,
73738,1861,
73739,1914,
73740,1906,1907
73741,1889,
73742,1922,
73743,1913,
73744,1902,
73745,1920,
73746,1849,
73747,2007,
73748,1927,
73749,1920,
73750,1931,
73751,1876,
73752,1876,
73753,1926,1927
73754,1900,
73755,1918,
73756,1924,
73757,1874,
73758,1856,
73759,1912,
73760,1897,
73761,1813,
73762,1927,
73763,1918,
73764,1923,
73765,1927,
73766,1923,
73767,1883,
73768,1869,
73769,1904,
73770,1923,
73771,1925,
73772,1869,
73773,1926,
73774,1924,
73775,1927,
73776,1911,
73777,1905,
73778,1901,
73779,1790,
73780,1920,
73781,1928,
73782,1925,
73783,1911,
73784,1916,
73785,1927,
73786,1889,
73787,1920,
73788,1926,
73789,1906,
73790,1915,
73791,1930,
73792,1892,
73793,1927,
73794,1919,
73795,1923,
73796,1905,
73797,1771,
73798,1895,
73799,1849,
73800,1718,
73801,1908,
73802,1909,
73803,1909,1910
73804,1906,
73805,1907,
73806,1920,
73807,1897,
73808,1913,
73809,1915,
73810,1924,
73811,1919,
73812,1886,
73813,1926,
73814,1922,
73815,1898,
73816,1906,
73817,1970,
73818,1910,1923
73819,1919,1920
73820,1919,1921
73821,1925,
73822,1904,
73823,1921,
73824,1897,
73825,1895,
73826,1909,
73827,1928,
73828,1892,
73829,1898,
73830,1858,1868
73831,1923,
73832,1890,
73833,1771,
73834,1899,
73835,1851,
73836,1920,
73837,1901,
73838,1925,
73839,1921,
73840,1919,1922
73841,1920,
73842,1885,
73843,1861,
73844,1909,
73845,1925,
73846,1928,
73847,1880,
73848,1923,
73849,1911,
73850,1904,
73851,1917,1922
73852,1922,
73853,1919,
73854,1892,
73855,1930,
73856,1886,
73857,1930,
73858,1925,
73859,1912,1913
73860,1895,
73861,1925,
73862,1922,
73863,1815,
73864,1909,
73865,1902,
73866,1883,
73867,1913,
73868,1958,
73869,1958,
73870,1928,
73871,1922,
73872,1919,
73873,1907,
73874,1928,
73875,1878,
73876,1878,
73877,1839,
73878,1871,
73879,1912,
73880,1903,
73881,1924,1956
73882,1906,
73883,1926,
73884,1928,
73885,1909,
73886,1950,
73887,1887,1888
73888,1905,
73889,1928,
73890,1922,
73891,1899,
73892,1924,
73893,1907,
73894,1925,
73895,1907,
73896,1927,
73897,1924,
73898,1910,
73899,1913,
73900,1926,
73901,1909,
73902,1834,
73903,1834,
73904,1901,
73905,1922,
73906,1839,
73907,1924,
73908,2008,
73909,1901,
73910,1894,
73911,1841,
73912,1868,
73913,1926,
73914,1897,
73915,1928,
73916,1928,
73917,1910,
73918,1925,
73919,1923,
73920,1903,
73921,1897,1901
73922,1913,
73923,1910,1911
73924,1940,
73925,1939,
73926,1929,
73927,1898,
73928,1879,
73929,1918,
73930,1904,
73931,1879,
73932,1915,
73933,1921,
73934,1924,
73935,1928,
73936,1959,
73937,1959,
73938,1959,
73939,1919,
73940,1939,1964
73941,1928,
73942,1940,
73943,1940,
73944,1924,
73945,1841,
73946,1913,
73947,1925,
73948,1892,
73949,1874,
73950,1921,
73951,1929,
73952,1930,
73953,1917,
73954,1925,
73955,1896,
73956,1853,
73957,1839,
73958,1786,
73959,1856,
73960,1928,
73961,1895,
73962,1920,
73963,1918,
73964,1904,
73965,1906,
73966,1921,
73967,1869,
73968,1926,
73969,1849,
73970,1904,
73971,1915,
73972,1894,
73973,1894,
73974,1894,
73975,1906,1921
73976,1918,
73977,1926,
73978,1853,
73979,1914,
73980,1920,
73981,1923,
73982,1883,
73983,1810,
73984,1912,
73985,1918,1924
73986,1860,
73987,1928,
73988,1927,
73989,1915,
73990,1910,
73991,1917,
73992,1909,
73993,1912,
73994,1926,
73995,1924,
73996,1925,
73997,1909,
73998,1907,
73999,1925,
74000,1923,
74001,1768,
74002,1881,1883
74003,1926,
74004,1895,
74005,1910,
74006,1889,
74007,1899,
74008,1908,
74009,1907,
74010,1961,
74011,1927,
74012,1904,
74013,1912,
74014,1927,
74015,1928,
74016,1911,
74017,1892,
74018,1939,
74019,1940,
74020,1929,
74021,1941,
74022,1926,
74023,1928,
74024,1941,
74025,1940,
74026,1878,
74027,1924,
74028,1910,
74029,1912,
74030,1918,
74031,1918,
74032,1904,
74033,1902,
74034,1928,
74035,1927,
74036,1926,
74037,1922,
74038,1916,
74039,1913,
74040,1917,
74041,1916,
74042,1850,
74043,1850,
74044,1925,
74045,1925,
74046,1925,
74047,1914,
74048,1925,
74049,1908,
74050,1848,
74051,1880,
74052,1908,
74053,1884,
74054,1924,
74055,1909,
74056,1885,
74057,1915,
74058,1915,
74059,1927,
74060,1928,
74061,1922,
74062,1905,
74063,1914,
74064,1923,
74065,1916,
74066,1907,
74067,1960,
74068,1878,
74069,1923,
74070,1908,
74071,1912,1913
74072,1910,
74073,1918,
74074,1954,
74075,1930,
74076,1902,
74077,1914,
74078,1880,
74079,1928,
74080,1738,
74081,1922,
74082,1889,
74083,1836,
74084,1880,
74085,1891,
74086,1930,
74087,1873,
74088,1882,
74089,1913,
74090,1927,
74091,1927,
74092,1908,
74093,1909,
74094,1880,
74095,1954,
74096,1898,
74097,1927,
74098,1928,1979
74099,1898,
74100,1914,
74101,1923,
74102,1876,
74103,1901,
74104,1902,
74105,1899,
74106,1901,
74107,1928,
74108,1905,
74109,1940,
74110,1940,
74111,1914,
74112,1905,
74113,1928,
74114,1916,
74115,1915,
74116,1909,
74117,1906,
74118,1923,
74119,1930,
74120,1938,
74121,1924,
74122,1833,
74123,1923,
74124,1928,
74125,1924,
74126,1863,
74127,1874,
74128,1923,
74129,1922,
74130,1928,
74131,1878,
74132,1943,
74133,1927,
74134,1905,
74135,1915,
74136,1905,
74137,1922,
74138,1942,
74139,1954,
74140,1924,
74141,1488,
74142,1924,
74143,1923,
74144,1954,
74145,1925,
74146,1853,
74147,1938,
74148,1921,
74149,1928,
74150,1925,
74151,1835,
74152,1860,
74153,1904,
74154,1893,
74155,1905,
74156,1859,
74157,1895,1897
74158,1906,
74159,1902,
74160,1954,
74161,1954,
74162,1954,
74163,1918,
74164,1923,
74165,1954,
74166,1923,
74167,1920,
74168,1912,
74169,1927,
74170,1910,
74171,1929,
74172,1905,
74173,1942,
74174,1942,
74175,1925,
74176,1922,
74177,1892,
74178,1900,
74179,1902,
74180,1851,1854
74181,1928,
74182,1885,
74183,1927,
74184,1923,
74185,1873,
74186,1873,
74187,1866,1867
74188,1919,
74189,1876,
74190,1891,
74191,1899,
74192,1924,
74193,1890,
74194,1928,
74195,1871,
74196,1786,
74197,1895,1900
74198,1954,
74199,1954,
74200,1907,
74201,1840,
74202,1914,
74203,1920,
74204,1928,
74205,1954,
74206,1954,
74207,1856,
74208,1869,
74209,1869,
74210,1918,
74211,1917,
74212,1926,
74213,1912,
74214,1908,
74215,1928,
74216,1906,
74217,1925,
74218,1912,
74219,1954,
74220,1921,
74221,1940,
74222,1923,
74223,1853,
74224,1916,
74225,1895,1896
74226,1942,
74227,1940,
74228,1825,
74229,1905,
74230,1924,
74231,1920,
74232,1923,
74233,1925,
74234,1796,
74235,1921,
74236,1839,
74237,1907,1910
74238,1834,
74239,1923,
74240,1689,
74241,1878,
74242,1913,
74243,1924,1927
74244,1921,
74245,1916,
74246,1882,
74247,1836,
74248,1925,
74249,1928,
74250,1924,
74251,1908,
74252,1918,
74253,1791,
74254,1844,
74255,1899,
74256,1919,
74257,1921,
74258,1907,
74259,1926,
74260,1923,
74261,1839,1843
74262,1856,
74263,1914,
74264,1918,
74265,1901,
74266,1910,
74267,1925,
74268,1914,
74269,1927,
74270,1900,1902
74271,1899,1900
74272,1908,
74273,1918,
74274,1926,
74275,1859,
74276,1901,
74277,1875,1885
74278,1919,
74279,1923,
74280,1844,
74281,1881,
74282,1889,
74283,1908,
74284,1920,
74285,1886,1887
74286,1886,1887
74287,1954,
74288,1954,
74289,1918,
74290,1824,1836
74291,1881,
74292,1914,
74293,1926,
74294,1954,
74295,1954,
74296,1928,
74297,1912,
74298,1894,
74299,1909,
74300,1913,
74301,1844,
74302,1930,
74303,1908,
74304,1915,
74305,1907,
74306,1883,
74307,1925,
74308,1916,
74309,1927,
74310,1927,1928
74311,1924,
74312,1905,
74313,1896,
74314,1924,1954
74315,1926,
74316,1906,
74317,1862,
74318,1836,
74319,1960,
74320,1910,
74321,1928,
74322,1853,
74323,1881,
74324,1925,1926
74325,1927,
74326,1927,
74327,1928,
74328,1942,
74329,1928,
74330,1915,
74331,1862,
74332,1925,
74333,1867,
74334,1885,
74336,1917,
74337,1942,
74338,1926,
74339,1926,1927
74340,1911,
74341,1896,
74342,1922,
74343,1907,
74344,1904,
74345,1916,
74346,1904,
74347,1823,
74348,1912,
74349,1952,
74350,1916,
74351,1884,
74352,1911,
74353,1909,
74354,1913,1920
74355,1919,
74356,1922,
74358,1919,
74359,1791,
74360,1913,
74361,1913,
74362,1913,
74363,1926,
74364,1923,
74365,1958,
74366,1928,
74367,1915,
74368,1870,
74369,1917,
74370,1868,
74371,1917,
74372,1913,
74373,1927,
74374,1904,
74375,1914,
74376,1899,1942
74377,1928,
74378,1769,
74379,1909,
74380,1898,
74381,1927,
74382,1879,
74383,1915,
74384,1879,
74385,1893,
74386,1911,
74387,1917,
74388,1910,
74389,1883,
74390,1910,
74391,1902,
74392,1896,
74393,1874,
74394,1912,
74395,1916,
74396,1900,
74397,1902,1905
74398,1901,
74399,1910,1923
74400,1923,
74402,1916,
74403,1914,
74404,1892,
